"","Station","date","year","month","day","julian_day","nitrate","amo","srp","flow","width","velocity","depth"
"841","dl",1987-09-14,1987,9,14,257,0.07,0.02,0.007,2.1,23.05,0.29,0.31
"842","dl",1987-10-13,1987,10,13,286,0.1,0.01,0.001,4.3,24.36,0.44,0.39
"843","dl",1987-11-16,1987,11,16,320,0.37,0.005,0.001,5.1,24.69,0.49,0.42
"844","dl",1987-12-15,1987,12,15,349,0.57,0.005,0.007,4.3,24.36,0.44,0.39
"845","dl",1988-01-12,1988,1,12,12,0.61,0.05,0.014,4.3,24.36,0.44,0.39
"846","dl",1988-02-09,1988,2,9,40,0.51,0.06,0.015,5.4,24.8,0.51,0.42
"847","dl",1988-03-08,1988,3,8,68,0.32,0.005,0.004,5.5,24.83,0.52,0.43
"848","dl",1988-03-29,1988,3,29,89,0.32,0.005,0.003,5.7,24.92,0.53,0.43
"849","dl",1988-04-12,1988,4,12,103,0.16,0.005,0.004,6.1,25.03,0.55,0.44
"850","dl",1988-04-20,1988,4,20,111,0.13,0.005,0.014,9.9,26,0.74,0.52
"851","dl",1988-05-02,1988,5,2,123,0.13,0.005,0.007,8.1,25.6,0.65,0.48
"852","dl",1988-05-17,1988,5,17,138,0.11,0.005,0.015,8.5,25.68,0.67,0.49
"853","dl",1988-05-31,1988,5,31,152,0.13,0.02,0.023,10,26.01,0.74,0.52
"854","dl",1988-06-14,1988,6,14,166,0.05,0.005,0.003,5.4,24.79,0.51,0.42
"855","dl",1988-07-12,1988,7,12,194,0.2,0.005,0.006,1.1,22,0.2,0.25
"856","dl",1988-08-16,1988,8,16,229,0.24,0.005,0.009,0.7,21.23,0.15,0.22
"857","dl",1988-09-13,1988,9,13,257,0.26,0.005,0.006,1.4,22.36,0.23,0.27
"858","dl",1988-10-12,1988,10,12,286,0.07,0.01,0.004,3.1,23.78,0.37,0.35
"859","dl",1988-11-15,1988,11,15,320,0.34,0.005,0.005,4.1,24.27,0.43,0.39
"860","dl",1988-12-13,1988,12,13,348,0.4,0.005,0.007,5.8,24.95,0.54,0.43
"861","dl",1989-01-17,1989,1,17,17,0.6,0.06,0.011,4.5,24.46,0.46,0.4
"862","dl",1989-03-21,1989,3,21,80,0.47,0.18,0.015,7.5,25.43,0.62,0.47
"863","dl",1989-04-06,1989,4,6,96,0.4,0.005,0.005,6.7,25.22,0.58,0.45
"864","dl",1989-04-19,1989,4,19,109,NA,0.005,0.002,7.6,25.46,0.63,0.47
"865","dl",1989-05-02,1989,5,2,122,0.09,0.005,0.003,7.1,25.34,0.6,0.46
"866","dl",1989-05-16,1989,5,16,136,0.1,0.005,0.007,8.4,25.65,0.67,0.49
"867","dl",1989-05-30,1989,5,30,150,0.04,0.005,0.004,7.2,25.35,0.61,0.46
"868","dl",1989-06-14,1989,6,14,165,0.04,0.005,0.005,9,25.79,0.69,0.5
"869","dl",1989-06-26,1989,6,26,177,0.07,0.005,0.006,5.4,24.81,0.51,0.42
"870","dl",1989-07-19,1989,7,19,200,0.08,0.005,0.004,2,22.94,0.28,0.3
"871","dl",1989-08-15,1989,8,15,227,0.14,0.005,0.004,1.5,22.49,0.24,0.28
"872","dl",1989-09-19,1989,9,19,262,0.03,0.005,0.004,5.6,24.86,0.52,0.43
"873","dl",1989-10-18,1989,10,18,291,0.1,0.005,0.002,5.4,24.8,0.51,0.42
"874","dl",1989-11-14,1989,11,14,318,0.29,0.01,0.004,6.5,25.16,0.57,0.45
"875","dl",1989-12-12,1989,12,12,346,0.54,0.005,0.009,4.7,24.53,0.47,0.4
"876","dl",1990-01-17,1990,1,17,17,0.54,0.02,0.015,6,25,0.54,0.44
"877","dl",1990-02-06,1990,2,6,37,0.53,0.01,0.01,5,24.65,0.49,0.41
"878","dl",1990-03-13,1990,3,13,72,0.38,0.005,0.006,5.7,24.9,0.53,0.43
"879","dl",1990-04-10,1990,4,10,100,0.26,0.005,0.009,5.8,24.95,0.54,0.43
"880","dl",1990-04-25,1990,4,25,115,0.2,0.02,0.02,9.2,25.83,0.7,0.5
"881","dl",1990-05-09,1990,5,9,129,0.18,0.005,0.012,5.8,24.94,0.53,0.43
"882","dl",1990-05-22,1990,5,22,142,0.11,0.005,0.007,4.4,24.42,0.45,0.4
"883","dl",1990-06-06,1990,6,6,157,0.15,0.005,0.018,7.1,25.34,0.6,0.46
"884","dl",1990-06-20,1990,6,20,171,0.05,0.005,0.012,8.1,25.59,0.65,0.48
"885","dl",1990-07-18,1990,7,18,199,0.1,0.005,0.005,1.2,22.05,0.21,0.26
"886","dl",1990-08-07,1990,8,7,219,0.12,0.005,0.006,0.9,21.53,0.17,0.23
"887","dl",1990-09-11,1990,9,11,254,0.04,0.005,0.003,3.5,23.99,0.39,0.37
"888","dl",1990-10-17,1990,10,17,290,0.12,0.005,0.003,4.8,24.57,0.48,0.41
"889","dl",1990-11-15,1990,11,15,319,0.21,0.005,0.001,5.1,24.69,0.49,0.42
"890","dl",1990-12-19,1990,12,19,353,0.83,0.02,0.012,4,24.22,0.43,0.38
"891","dl",1991-01-16,1991,1,16,16,0.55,0.04,0.024,5.4,24.8,0.51,0.42
"892","dl",1991-02-13,1991,2,13,44,0.56,0.06,0.013,5,24.65,0.49,0.41
"893","dl",1991-03-14,1991,3,14,73,0.34,0.005,0.009,5.4,24.81,0.51,0.42
"894","dl",1991-04-09,1991,4,9,99,0.36,0.005,0.005,5.5,24.85,0.52,0.43
"895","dl",1991-04-24,1991,4,24,114,0.18,0.005,0.006,5.4,24.81,0.51,0.42
"896","dl",1991-05-15,1991,5,15,135,0.25,0.01,0.012,6.7,25.22,0.58,0.45
"897","dl",1991-05-30,1991,5,30,150,0.14,0.005,0.018,9.8,25.96,0.73,0.51
"898","dl",1991-06-12,1991,6,12,163,0.08,0.005,0.023,19.4,27.36,1.1,0.64
"899","dl",1991-06-25,1991,6,25,176,0.08,0.005,0.015,10.5,26.11,0.76,0.53
"900","dl",1991-07-16,1991,7,16,197,0.02,0.005,0.005,3.2,23.81,0.37,0.36
"901","dl",1991-08-14,1991,8,14,226,0.22,0.005,0.003,0.7,21.09,0.15,0.21
"902","dl",1991-09-17,1991,9,17,260,0.05,0.005,0.001,3.3,23.88,0.38,0.36
"903","dl",1991-10-22,1991,10,22,295,0.1,0.005,0.003,4.7,24.55,0.47,0.41
"904","dl",1991-11-19,1991,11,19,323,0.33,0.005,0.006,5.4,24.8,0.51,0.42
"905","dl",1991-12-17,1991,12,17,351,0.61,0.005,0.007,4.3,24.36,0.44,0.39
"906","dl",1992-01-14,1992,1,14,14,0.41,0.005,0.005,3.7,24.09,0.41,0.37
"907","dl",1992-02-11,1992,2,11,42,0.42,0.005,0.005,5,24.65,0.49,0.41
"908","dl",1992-03-10,1992,3,10,70,0.31,0.005,0.002,5.1,24.69,0.49,0.42
"909","dl",1992-04-08,1992,4,8,99,0.22,0.01,0.004,4.7,24.56,0.47,0.41
"910","dl",1992-04-21,1992,4,21,112,0.12,0.005,0.004,4.2,24.33,0.44,0.39
"911","dl",1992-05-05,1992,5,5,126,0.03,0.005,0.003,4.2,24.34,0.44,0.39
"912","dl",1992-05-19,1992,5,19,140,0.2,0.005,0.006,0.9,21.68,0.18,0.24
"913","dl",1992-06-09,1992,6,9,161,0.17,0.005,0.003,0.8,21.34,0.16,0.22
"914","dl",1992-07-14,1992,7,14,196,0.02,0.005,0.003,3.9,24.19,0.42,0.38
"915","dl",1992-08-11,1992,8,11,224,0.29,0.005,0.004,0.8,21.47,0.17,0.23
"916","dl",1992-09-14,1992,9,14,258,0.09,0.005,0.004,3.3,23.87,0.38,0.36
"917","dl",1992-10-19,1992,10,19,293,0.07,0.01,0.005,3.8,24.16,0.42,0.38
"918","dl",1992-11-16,1992,11,16,321,0.23,0.005,0.005,4.6,24.52,0.47,0.4
"919","dl",1992-12-14,1992,12,14,349,0.52,0.01,0.01,3.4,23.94,0.39,0.36
"920","dl",1993-01-11,1993,1,11,11,0.68,0.09,0.021,3.4,23.94,0.39,0.36
"921","dl",1993-02-16,1993,2,16,47,0.65,0.03,0.014,3.1,23.78,0.37,0.35
"922","dl",1993-03-15,1993,3,15,74,0.58,0.05,0.015,6.3,25.09,0.56,0.44
"923","dl",1993-04-07,1993,4,7,97,0.33,0.005,0.005,5.7,24.9,0.53,0.43
"924","dl",1993-04-13,1993,4,13,103,NA,NA,NA,5.9,24.98,0.54,0.44
"925","dl",1993-04-19,1993,4,19,109,0.22,0.005,0.005,6,25,0.54,0.44
"926","dl",1993-04-27,1993,4,27,117,NA,NA,NA,5.5,24.84,0.52,0.43
"927","dl",1993-05-05,1993,5,5,125,0.24,0.005,0.008,8.1,25.59,0.65,0.48
"928","dl",1993-05-13,1993,5,13,133,NA,NA,NA,8.3,25.65,0.66,0.49
"929","dl",1993-05-18,1993,5,18,138,0.15,0.03,0.017,16,26.97,0.98,0.61
"930","dl",1993-06-14,1993,6,14,165,0.12,0.005,0.01,10.9,26.19,0.78,0.53
"931","dl",1993-08-17,1993,8,17,229,0.12,0.01,0.012,8.1,25.58,0.65,0.48
"932","dl",1994-02-14,1994,2,14,45,0.47,0.02,0.005,5.8,24.94,0.53,0.43
"933","dl",1994-05-16,1994,5,16,136,0.14,0.01,0.018,9.1,25.81,0.7,0.5
"934","dl",1995-02-14,1995,2,14,45,0.56,0.03,0.007,3.4,23.94,0.39,0.36
"935","dl",1995-08-16,1995,8,16,228,0.08,0.01,0.003,2.6,23.46,0.33,0.33
"936","dl",1995-12-20,1995,12,20,354,0.48,0.03,0.004,6,24.99,0.54,0.44
"937","dl",1996-02-26,1996,2,26,57,0.52,0.05,0.008,5.7,24.9,0.53,0.43
"938","dl",1996-05-13,1996,5,13,134,0.14,0.01,0.005,13.2,26.56,0.87,0.57
"939","dl",1998-06-10,1998,6,10,161,0.005,0.005,0.003,9.7,25.94,0.73,0.51
"940","dl",1998-07-06,1998,7,6,187,0.03,0.005,0.015,22.2,27.65,1.19,0.67
"941","dl",1998-08-09,1998,8,9,221,0.02,0.005,0.018,3.9,24.19,0.42,0.38
"942","dl",1998-09-08,1998,9,8,251,0.03,0.005,0.001,3.3,23.88,0.38,0.36
"943","dl",1998-10-05,1998,10,5,278,0.03,0.005,0.008,7.4,25.4,0.62,0.47
"944","dl",1998-11-16,1998,11,16,320,0.18,0.005,0.005,8.2,25.61,0.66,0.49
"945","dl",1998-12-14,1998,12,14,348,0.36,0.005,0.001,7.3,25.37,0.61,0.47
"946","dl",1999-01-25,1999,1,25,25,0.41,0.005,0.02,6.5,25.17,0.57,0.45
"947","dl",1999-03-01,1999,3,1,60,0.23,0.005,0.003,7.9,25.55,0.65,0.48
"948","dl",1999-04-05,1999,4,5,95,0.3,0.005,0.009,6.7,25.23,0.59,0.46
"949","dl",1999-05-03,1999,5,3,123,0.005,0.005,0.005,8.3,25.63,0.66,0.49
"950","dl",1999-05-03,1999,5,3,123,0.005,0.005,0.004,8.3,25.63,0.66,0.49
"951","dl",1999-05-24,1999,5,24,144,0.16,0.005,0.015,9.4,25.89,0.72,0.51
"952","dl",1999-06-14,1999,6,14,165,0.13,0.04,0.009,11,26.21,0.79,0.54
"953","dl",1999-07-12,1999,7,12,193,0.02,0.02,0.003,4.9,24.62,0.48,0.41
"954","dl",1999-08-16,1999,8,16,228,0.12,0.03,0.026,3.1,23.78,0.37,0.35
"955","dl",1999-09-20,1999,9,20,263,0.11,0.005,0.002,4.6,24.5,0.47,0.4
"956","dl",1999-10-18,1999,10,18,291,0.25,0.14,0.004,6.3,25.1,0.56,0.45
"957","dl",1999-11-15,1999,11,15,319,0.25,0.04,0.006,6,25,0.54,0.44
"958","dl",1999-12-13,1999,12,13,347,0.39,0.03,0.004,6.7,25.21,0.58,0.45
"959","dl",2000-01-25,2000,1,25,25,0.55,0.02,0.004,6,25.02,0.55,0.44
"960","dl",2000-02-29,2000,2,29,60,0.36,0.03,0.002,6.6,25.19,0.58,0.45
"961","dl",2000-03-27,2000,3,27,87,0.29,0.02,0.007,5.6,24.89,0.53,0.43
"962","dl",2000-05-02,2000,5,2,123,0.07,0.02,0.012,4,24.22,0.43,0.38
"963","dl",2000-05-21,2000,5,21,142,0.06,0.07,0.006,2.8,23.61,0.35,0.34
"964","dl",2000-06-11,2000,6,11,163,0.04,0.02,0.004,3.6,24.05,0.4,0.37
"965","dl",2000-07-17,2000,7,17,199,0.09,0.13,0.005,0.9,21.59,0.17,0.23
"966","dl",2000-08-14,2000,8,14,227,0.15,0.005,0.006,1,21.83,0.19,0.25
"967","dl",2000-09-12,2000,9,12,256,0.09,0.02,0.005,2.9,23.67,0.36,0.35
"968","dl",2000-10-16,2000,10,16,290,0.14,0.005,0.005,5.3,24.78,0.51,0.42
"969","dl",2000-11-20,2000,11,20,325,0.95,0.02,0.005,5.2,24.75,0.5,0.42
"970","dl",2000-12-20,2000,12,20,355,0.49,0.02,0.008,3.7,24.09,0.41,0.37
"971","dl",2001-01-30,2001,1,30,30,0.57,0.02,0.007,4.5,24.48,0.46,0.4
"972","dl",2001-02-28,2001,2,28,59,0.636,0.07,0.009,4.4,24.42,0.45,0.4
"973","dl",2001-04-02,2001,4,2,92,0.314,0.02,0.009,5.9,24.98,0.54,0.44
"974","dl",2001-04-23,2001,4,23,113,0.18,0.01,0.005,5.2,24.74,0.5,0.42
"975","dl",2001-05-22,2001,5,22,142,0.08,0.005,0.002,3.2,23.85,0.38,0.36
"976","dl",2001-06-18,2001,6,18,169,0.066,0.005,0.001,4.7,24.55,0.47,0.41
"977","dl",2001-06-18,2001,6,18,169,0.035,0.005,0.003,4.7,24.55,0.47,0.41
"978","dl",2001-07-17,2001,7,17,198,0.125,0.02,0.007,2.8,23.61,0.35,0.34
"979","dl",2001-08-20,2001,8,20,232,0.091,0.005,0.006,1.1,21.93,0.2,0.25
"980","dl",2001-08-20,2001,8,20,232,0.102,0.005,0.007,1.1,21.93,0.2,0.25
"981","dl",2001-09-24,2001,9,24,267,0.077,0.005,0.003,3.1,23.75,0.37,0.35
"982","dl",2001-09-24,2001,9,24,267,0.087,0.005,0.002,3.1,23.75,0.37,0.35
"983","dl",2001-10-23,2001,10,23,296,0.102,0.005,0.003,5,24.65,0.49,0.41
"984","dl",2001-10-23,2001,10,23,296,0.101,0.005,0.003,5,24.65,0.49,0.41
"985","dl",2001-11-18,2001,11,18,322,0.192,0.02,0.003,5.2,24.74,0.5,0.42
"986","dl",2001-11-18,2001,11,18,322,0.223,0.02,0.004,5.2,24.74,0.5,0.42
"987","dl",2001-12-18,2001,12,18,352,0.416,0.02,0.007,5.1,24.7,0.5,0.42
"988","dl",2001-12-18,2001,12,18,352,0.417,0.02,0.005,5.1,24.7,0.5,0.42
"989","dl",2002-01-28,2002,1,28,28,0.435,0.02,0.006,4.6,24.5,0.47,0.4
"990","dl",2002-03-04,2002,3,4,63,0.468,0.02,0.004,5.7,24.9,0.53,0.43
"991","dl",2002-04-01,2002,4,1,91,0.278,0.005,0.003,6.1,25.05,0.55,0.44
"992","dl",2002-04-29,2002,4,29,119,0.132,0.02,0.003,4.7,24.53,0.47,0.4
"993","dl",2002-05-28,2002,5,28,148,0.03,0.02,0.003,4.1,24.27,0.43,0.39
"994","dl",2002-06-17,2002,6,17,168,0.021,0.02,0.003,8.3,25.64,0.66,0.49
"995","dl",2002-07-22,2002,7,22,203,0.06,0.02,0.01,2,22.94,0.28,0.3
"996","dl",2002-08-19,2002,8,19,231,0.07,0.02,0.007,2.2,23.16,0.3,0.32
"997","dl",2002-09-24,2002,9,24,267,0.06,0.005,0.003,2.5,23.36,0.32,0.33
"998","dl",2003-06-09,2003,6,9,160,0.131,0.03,0.027,10.5,26.1,0.76,0.53
"999","dl",2003-06-23,2003,6,23,174,0.047,0.021,0.012,9.5,25.92,0.72,0.51
"1000","dl",2003-07-07,2003,7,7,188,0.036,0.005,0.005,4.2,24.33,0.44,0.39
"1001","dl",2003-07-21,2003,7,21,202,0.187,0.017,0.009,1.5,22.47,0.24,0.28
"1002","dl",2003-08-04,2003,8,4,216,0.261,0.029,0.005,1.1,22.02,0.2,0.25
"1003","dl",2003-08-11,2003,8,11,223,0.097,0.016,0.003,1.2,22.14,0.21,0.26
"1004","dl",2003-08-11,2003,8,11,223,0.094,0.011,0.005,1.2,22.14,0.21,0.26
"1005","dl",2003-08-18,2003,8,18,230,0.083,0.005,0.002,1.6,22.61,0.25,0.29
"1006","dl",2003-09-02,2003,9,2,245,0.183,0.005,0.003,2.5,23.39,0.33,0.33
"1007","dl",2003-09-15,2003,9,15,258,0.198,0.005,0.004,2.7,23.49,0.34,0.34
"1008","dl",2003-09-29,2003,9,29,272,0.103,0.017,0.004,3.2,23.82,0.37,0.36
"1009","dl",2004-05-17,2004,5,17,138,0.114,0.01,0.004,2.8,23.61,0.35,0.34
"1010","dl",2004-06-01,2004,6,1,153,0.035,0.019,0.005,4.1,24.28,0.43,0.39
"1011","dl",2004-06-14,2004,6,14,166,0.036,0.012,0.007,4.1,24.28,0.43,0.39
"1012","dl",2004-06-28,2004,6,28,180,0.03,0.004,0.006,3.9,24.21,0.43,0.38
"1013","dl",2004-06-28,2004,6,28,180,0.027,0.006,0.005,3.9,24.21,0.43,0.38
"1014","dl",2004-07-14,2004,7,14,196,0.058,0.009,0.003,1.9,22.88,0.27,0.3
"1015","dl",2004-07-28,2004,7,28,210,0.231,0.019,0.004,1.1,21.94,0.2,0.25
"1016","dl",2004-08-11,2004,8,11,224,0.372,0.007,0.004,0.8,21.49,0.17,0.23
"1017","dl",2004-08-25,2004,8,25,238,0.294,0.012,0.008,2.3,23.27,0.31,0.32
"1018","dl",2004-09-08,2004,9,8,252,0.177,0.009,0.003,2.6,23.43,0.33,0.33
"1019","dl",2004-09-22,2004,9,22,266,0.214,0.007,0.005,4,24.27,0.43,0.39
"1020","dl",2005-01-18,2005,1,18,18,0.513,0.044,0.017,5.5,24.83,0.52,0.43
"1021","dl",2005-02-15,2005,2,15,46,0.375,0.005,0.005,4.2,24.36,0.44,0.39
"1022","dl",2005-03-15,2005,3,15,74,0.336,0.005,0.005,4.1,24.28,0.43,0.39
"1023","dl",2005-04-13,2005,4,13,103,0.249,0.005,0.007,3.7,24.08,0.41,0.37
"1024","dl",2005-05-16,2005,5,16,136,0.127,0.005,0.013,7.6,25.48,0.63,0.48
"1025","dl",2005-06-08,2005,6,8,159,0.085,0.005,0.027,13.9,26.67,0.9,0.58
"1026","dl",2005-06-21,2005,6,21,172,0.017,0.012,0.025,16.6,27.04,1,0.61
"1027","dl",2005-07-06,2005,7,6,187,0.018,0.005,0.013,9,25.81,0.7,0.5
"1028","dl",2005-07-19,2005,7,19,200,0.01,0.005,0.006,3.3,23.88,0.38,0.36
"1029","dl",2005-08-03,2005,8,3,215,0.07,0.005,0.066,2.7,23.55,0.34,0.34
"1030","dl",2005-08-16,2005,8,16,228,0.036,0.005,0.077,2.4,23.34,0.32,0.33
"1031","dl",2005-08-31,2005,8,31,243,0.122,0.005,0.006,3.2,23.82,0.37,0.36
"1032","dl",2005-09-13,2005,9,13,256,0.071,0.005,0.002,3.8,24.13,0.41,0.38
"1033","dl",2005-09-28,2005,9,28,271,0.054,0.016,0.002,4.7,24.53,0.47,0.4
"1034","dl",2005-10-18,2005,10,18,291,0.01,0.005,0.002,5.4,24.79,0.51,0.42
"1035","dl",2005-11-15,2005,11,15,319,0.225,0.005,0.002,6.5,25.15,0.57,0.45
"1036","dl",2005-12-13,2005,12,13,347,0.433,0.005,0.006,4.2,24.36,0.44,0.39
"1037","dl",2006-06-01,2006,6,1,152,0.244,0.084,0.007,7,25.31,0.6,0.46
"1038","dl",2006-06-14,2006,6,14,165,0.109,0.019,0.035,10.3,26.06,0.75,0.52
"1039","dl",2006-06-28,2006,6,28,179,0.028,0.017,0.008,4.2,24.36,0.44,0.39
"1040","dl",2006-07-05,2006,7,5,186,0.031,0.017,0.011,4.2,24.36,0.44,0.39
"1041","dl",2006-07-19,2006,7,19,200,0.101,0.014,0.01,1.6,22.59,0.25,0.28
"1042","dl",2006-08-02,2006,8,2,214,0.12,0.011,0.008,1.3,22.2,0.22,0.26
"1043","dl",2006-08-16,2006,8,16,228,0.3,0.005,0.009,1,21.87,0.19,0.25
"1044","dl",2006-08-30,2006,8,30,242,0.251,0.005,0.013,1.4,22.4,0.23,0.27
"1045","dl",2006-09-13,2006,9,13,256,0.27,0.005,0.014,2,22.98,0.28,0.31
"1046","dl",2006-09-27,2006,9,27,270,0.094,0.005,0.009,4.3,24.38,0.45,0.39
"1047","dl",2007-06-06,2007,6,6,157,0.062,0.028,0.025,22.6,27.69,1.2,0.68
"1048","dl",2007-06-13,2007,6,13,164,0.056,0.021,0.036,18.4,27.25,1.06,0.63
"1049","dl",2007-06-27,2007,6,27,178,0.027,0.01,0.025,6.3,25.11,0.56,0.45
"1050","dl",2007-07-11,2007,7,11,192,0.039,0.01,0.01,2.6,23.44,0.33,0.33
"1051","dl",2007-07-25,2007,7,25,206,0.041,0.003,0.007,1.9,22.87,0.27,0.3
"1052","dl",2007-08-01,2007,8,1,213,0.067,0.002,0.009,1.5,22.5,0.24,0.28
"1053","dl",2007-08-15,2007,8,15,227,0.083,0.02,0.009,1.6,22.61,0.25,0.29
"1054","dl",2007-08-29,2007,8,29,241,0.067,0.007,0.009,1.8,22.85,0.27,0.3
"1055","dl",2007-09-05,2007,9,5,248,0.112,0.008,0.009,2.4,23.29,0.31,0.32
"1056","dl",2007-09-19,2007,9,19,262,0.072,0.01,0.011,2.4,23.33,0.32,0.33
"1057","dl",2008-06-11,2008,6,11,164,0.22,0.05,0.083,21.4,27.57,1.17,0.67
"1058","dl",2008-06-25,2008,6,25,178,0.043,0.02,0.046,20.8,27.51,1.14,0.66
"1059","dl",2008-07-09,2008,7,9,192,0.019,0.03,0.046,10.5,26.11,0.76,0.53
"1060","dl",2008-07-16,2008,7,16,199,0.038,0.02,0.032,5.7,24.93,0.53,0.43
"1061","dl",2008-07-23,2008,7,23,206,0.034,0.02,0.034,5.2,24.74,0.5,0.42
"1062","dl",2008-08-13,2008,8,13,227,0.057,0.01,0.033,1.8,22.84,0.27,0.3
"1063","dl",2008-08-20,2008,8,20,234,0.048,NA,0.038,2.3,23.26,0.31,0.32
"1064","dl",2008-08-27,2008,8,27,241,0.063,NA,0.037,3.1,23.78,0.37,0.35
"1065","dl",2008-09-10,2008,9,10,255,0.082,NA,0.033,5.2,24.72,0.5,0.42
"1066","dl",2008-09-24,2008,9,24,269,0.04,0.01,0.011,5,24.67,0.49,0.41
"1067","dl",2009-06-24,2009,6,24,176,0.05,0.013,0.03,22.4,27.67,1.2,0.68
"1068","dl",2009-07-01,2009,7,1,183,0.026,0.006,0.018,12.9,26.53,0.86,0.56
"1069","dl",2009-07-15,2009,7,15,197,0.037,0.006,0.026,11.2,26.23,0.79,0.54
"1070","dl",2009-07-29,2009,7,29,211,0.096,0.01,0.017,7.1,25.33,0.6,0.46
"1071","dl",2009-08-05,2009,8,5,218,0.09,0.013,0.013,4,24.25,0.43,0.38
"1072","dl",2009-08-12,2009,8,12,225,0.078,0.007,0.015,5.5,24.85,0.52,0.43
"1073","dl",2009-08-26,2009,8,26,239,0.038,0.01,0.006,5,24.65,0.49,0.41
"1074","dl",2009-09-02,2009,9,2,246,0.04,0.014,0.007,5.2,24.75,0.5,0.42
"1075","dl",2009-09-09,2009,9,9,253,0.076,0.009,0.006,4.3,24.37,0.45,0.39
"1076","dl",2009-09-16,2009,9,16,260,0.058,0.013,0.007,4,24.27,0.43,0.39
"1077","dl",2010-06-23,2010,6,23,175,0.129,0.025,0.039,28.9,28.21,1.39,0.73
"1078","dl",2010-07-07,2010,7,7,189,0.068,0.009,0.032,15.1,26.85,0.95,0.59
"1079","dl",2010-07-14,2010,7,14,196,0.02,0.013,0.017,10,26.01,0.74,0.52
"1080","dl",2010-07-21,2010,7,21,203,0.024,0.013,0.019,7.4,25.4,0.62,0.47
"1081","dl",2010-08-04,2010,8,4,217,0.042,0.008,0.026,4.8,24.58,0.48,0.41
"1082","dl",2010-08-11,2010,8,11,224,0.051,0.006,0.034,6.1,25.03,0.55,0.44
"1083","dl",2010-08-18,2010,8,18,231,0.049,0,0.041,5.4,24.82,0.52,0.42
"1084","dl",2010-09-01,2010,9,1,245,0.071,0.009,0.021,5.5,24.85,0.52,0.43
"1085","dl",2010-09-08,2010,9,8,252,0.058,0.006,0.017,5.3,24.77,0.51,0.42
"1086","dl",2010-09-15,2010,9,15,259,0.081,0.011,0.024,8.6,25.7,0.68,0.49
"1087","dl",2011-06-22,2011,6,22,174,0.029,0.023,0.034,41.6,29.01,1.73,0.83
"1088","dl",2011-06-29,2011,6,29,181,0.019,0.015,0.034,42.8,29.07,1.76,0.83
"1089","dl",2011-07-13,2011,7,13,195,0.04,0.012,0.02,29.2,28.23,1.4,0.74
"1090","dl",2011-07-20,2011,7,20,202,0.054,0.017,0.024,22.8,27.7,1.21,0.68
"1091","dl",2011-07-27,2011,7,27,209,0.047,0.006,0.026,11.8,26.33,0.82,0.55
"1092","dl",2011-08-10,2011,8,10,223,0.093,0.015,0.036,7.8,25.53,0.64,0.48
"1093","dl",2011-08-17,2011,8,17,230,0.091,0.012,0.034,6.7,25.22,0.58,0.45
"1094","dl",2011-08-24,2011,8,24,237,0.085,0.029,0.017,5,24.67,0.49,0.41
"1095","dl",2011-09-14,2011,9,14,258,0.084,0.008,0.012,5.8,24.95,0.54,0.43
"1096","dl",2011-09-20,2011,9,20,264,0.145,0.007,0.015,6,25.02,0.55,0.44
"1097","dl",2012-06-20,2012,6,20,173,0.035,0.039,0.016,11,26.2,0.78,0.53
"1098","dl",2012-06-27,2012,6,27,180,0.022,0.006,0.014,6.4,25.13,0.57,0.45
"1099","dl",2012-07-11,2012,7,11,194,0.046,0.01,0.008,3.7,24.1,0.41,0.37
"1100","dl",2012-07-18,2012,7,18,201,0.07,0.011,0.016,5.2,24.73,0.5,0.42
"1101","dl",2012-07-25,2012,7,25,208,0.073,0.01,0.011,2.7,23.54,0.34,0.34
"1102","dl",2012-08-08,2012,8,8,222,0.079,0.009,0.01,2.4,23.31,0.32,0.32
"1103","dl",2012-08-14,2012,8,14,228,0.103,0.006,0.012,2.2,23.16,0.3,0.32
"1104","dl",2012-08-29,2012,8,29,243,0.095,0.008,0.004,2.5,23.35,0.32,0.33
"1105","dl",2012-09-05,2012,9,5,250,0.105,0.009,0.003,2.4,23.29,0.31,0.32
"1106","dl",2012-09-12,2012,9,12,257,0.103,NA,0.003,2.8,23.57,0.34,0.34
"1107","dl",2013-07-10,2013,7,10,192,0.031,0.011,0.011,3.4,23.96,0.39,0.37
"1108","dl",2013-07-24,2013,7,24,206,0.104,0.021,0.014,1.9,22.89,0.27,0.3
"1109","dl",2013-08-07,2013,8,7,220,0.142,0.014,0.009,1.6,22.63,0.25,0.29
"1110","dl",2013-08-21,2013,8,21,233,0.196,0.021,0.009,1.6,22.57,0.25,0.28
"1111","dl",2013-09-04,2013,9,4,248,0.198,0.019,0.011,2.2,23.2,0.3,0.32
"1112","dl",2013-09-18,2013,9,18,261,0.2,0.012,0.007,3.2,23.82,0.37,0.36
"1113","dl",2014-07-02,2014,7,2,184,0.04,0,0.016,13.4,26.6,0.88,0.57
"1114","dl",2014-07-16,2014,7,16,198,0.061,0.009,0.017,7.3,25.38,0.61,0.47
"1115","dl",2014-08-06,2014,8,6,219,0.07,0.017,0.008,3.5,23.99,0.4,0.37
"1116","dl",2014-08-20,2014,8,20,233,0.054,0.015,0.014,4.3,24.38,0.45,0.39
"1117","dl",2014-09-03,2014,9,3,247,0.044,0,0.009,6.7,25.22,0.58,0.45
"1118","dl",2014-09-17,2014,9,17,261,0.044,0.012,0.009,6.9,25.27,0.59,0.46
